Date,SKU,Category,Actual_Units,Total_Revenue,Total_Cost,Gross_Margin,Forecast_Units,Historical_Days_Count,Absolute_Error
2024-12-30,SKU_E102,Electronics,33,9658.65,6541.59,3117.06,30.47,90,2.530000000000001
2024-12-31,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,30.61,90,4.609999999999999
2025-01-01,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,30.61,90,10.61
2025-01-02,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,30.56,90,4.559999999999999
2025-01-03,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,30.48,90,4.48
2025-01-04,SKU_E102,Electronics,32,9196.42,6343.36,2853.06,30.37,90,1.629999999999999
2025-01-05,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,30.51,90,11.510000000000002
2025-01-06,SKU_E102,Electronics,27,8032.95,5352.21,2680.74,30.52,90,3.5199999999999996
2025-01-07,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,30.58,90,12.579999999999998
2025-01-08,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,30.46,90,5.460000000000001
2025-01-09,SKU_E102,Electronics,35,9483.25,6938.05,2545.2,30.46,90,4.539999999999999
2025-01-10,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,30.58,90,7.579999999999998
2025-01-11,SKU_E102,Electronics,24,7076.64,4757.52,2319.12,30.51,90,6.510000000000002
2025-01-12,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,30.4,90,8.399999999999999
2025-01-13,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,30.47,90,11.469999999999999
2025-01-14,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,30.36,90,8.36
2025-01-15,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,30.31,90,6.309999999999999
2025-01-16,SKU_E102,Electronics,29,8240.11,5748.67,2491.44,30.34,90,1.3399999999999999
2025-01-17,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,30.42,90,14.420000000000002
2025-01-18,SKU_E102,Electronics,25,7156.31,4955.75,2200.56,30.13,90,5.129999999999999
2025-01-19,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,30.14,90,14.14
2025-01-20,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,30.03,90,9.030000000000001
2025-01-21,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,29.96,90,3.960000000000001
2025-01-22,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,30.02,90,8.02
2025-01-23,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,30.12,90,5.120000000000001
2025-01-24,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,30.16,90,7.16
2025-01-25,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,30.18,90,7.18
2025-01-26,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,30.02,90,4.02
2025-01-27,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,30.06,90,7.059999999999999
2025-01-28,SKU_E102,Electronics,35,11156.95,6938.05,4218.9,30.03,90,4.969999999999999
2025-01-29,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,30.07,90,5.07
2025-01-30,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,30.14,90,7.140000000000001
2025-01-31,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,30.1,90,10.100000000000001
2025-02-01,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,30.04,90,2.039999999999999
2025-02-02,SKU_E102,Electronics,40,11364.02,7929.2,3434.82,30.12,90,9.879999999999999
2025-02-03,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,30.23,90,2.2300000000000004
2025-02-04,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,30.07,90,11.07
2025-02-05,SKU_E102,Electronics,19,5674.07,3766.37,1907.7,30.04,90,11.04
2025-02-06,SKU_E102,Electronics,34,9690.5,6739.82,2950.68,29.8,90,4.199999999999999
2025-02-07,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,29.94,90,1.9400000000000013
2025-02-08,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,29.94,90,8.940000000000001
2025-02-09,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,29.78,90,9.780000000000001
2025-02-10,SKU_E102,Electronics,22,6343.46,4361.06,1982.4,29.66,90,7.66
2025-02-11,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,29.57,90,4.57
2025-02-12,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,29.49,90,5.489999999999998
2025-02-13,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,29.42,90,2.4200000000000017
2025-02-14,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,29.21,90,4.210000000000001
2025-02-15,SKU_E102,Electronics,21,6168.15,4162.83,2005.32,29.16,90,8.16
2025-02-16,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,29.19,90,9.190000000000001
2025-02-17,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,29.0,90,3.0
2025-02-18,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,28.93,90,4.93
2025-02-19,SKU_E102,Electronics,43,11650.85,8523.89,3126.96,28.77,90,14.23
2025-02-20,SKU_E102,Electronics,13,4144.01,2576.99,1567.02,28.86,90,15.86
2025-02-21,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,28.57,90,12.57
2025-02-22,SKU_E102,Electronics,23,6566.59,4559.29,2007.3,28.27,90,5.27
2025-02-23,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,28.28,90,7.280000000000001
2025-02-24,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,28.01,90,1.0100000000000016
2025-02-25,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,27.87,90,2.870000000000001
2025-02-26,SKU_E102,Electronics,31,9881.87,6145.13,3736.74,27.53,90,3.469999999999999
2025-02-27,SKU_E102,Electronics,12,3825.24,2378.76,1446.48,27.67,90,15.670000000000002
2025-02-28,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,27.19,90,5.190000000000001
2025-03-01,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,27.09,90,9.09
2025-03-02,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,26.87,90,2.870000000000001
2025-03-03,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,26.73,90,6.73
2025-03-04,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,26.58,90,6.579999999999998
2025-03-05,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,26.49,90,1.4899999999999984
2025-03-06,SKU_E102,Electronics,15,4781.55,2973.45,1808.1,26.38,90,11.379999999999999
2025-03-07,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,26.18,90,2.1799999999999997
2025-03-08,SKU_E102,Electronics,29,9244.33,5748.67,3495.66,26.18,90,2.8200000000000003
2025-03-09,SKU_E102,Electronics,34,9786.14,6739.82,3046.32,26.29,90,7.710000000000001
2025-03-10,SKU_E102,Electronics,22,6391.28,4361.06,2030.22,26.19,90,4.190000000000001
2025-03-11,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,26.1,90,5.100000000000001
2025-03-12,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,26.04,90,2.039999999999999
2025-03-13,SKU_E102,Electronics,37,11029.37,7334.51,3694.86,25.94,90,11.059999999999999
2025-03-14,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,25.87,90,5.870000000000001
2025-03-15,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,25.67,90,0.6700000000000017
2025-03-16,SKU_E102,Electronics,21,6168.15,4162.83,2005.32,25.52,90,4.52
2025-03-17,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.38,90,4.379999999999999
2025-03-18,SKU_E102,Electronics,17,5419.09,3369.91,2049.18,25.27,90,8.27
2025-03-19,SKU_E102,Electronics,29,8479.21,5748.67,2730.54,25.12,90,3.879999999999999
2025-03-20,SKU_E102,Electronics,35,10152.73,6938.05,3214.68,25.0,90,10.0
2025-03-21,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.97,90,1.9699999999999989
2025-03-22,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.91,90,1.0899999999999999
2025-03-23,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.84,90,3.84
2025-03-24,SKU_E102,Electronics,33,10519.41,6541.59,3977.82,24.68,90,8.32
2025-03-25,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,24.63,90,8.629999999999999
2025-03-26,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,24.46,90,0.5399999999999991
2025-03-27,SKU_E102,Electronics,30,8845.8,5946.9,2898.9,24.43,90,5.57
2025-03-28,SKU_E102,Electronics,30,9563.1,5946.9,3616.2,24.43,90,5.57
2025-03-29,SKU_E102,Electronics,19,5674.07,3766.37,1907.7,24.51,90,5.510000000000002
2025-03-30,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.3,90,1.6999999999999993
2025-03-31,SKU_E102,Electronics,26,7522.9,5153.98,2368.92,24.22,90,1.7800000000000011
2025-04-01,SKU_E102,Electronics,17,5419.09,3369.91,2049.18,24.22,90,7.219999999999999
2025-04-02,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.19,90,6.190000000000001
2025-04-03,SKU_E102,Electronics,31,9881.87,6145.13,3736.74,24.1,90,6.899999999999999
2025-04-04,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.16,90,3.16
2025-04-05,SKU_E102,Electronics,13,4144.01,2576.99,1567.02,24.03,90,11.030000000000001
2025-04-06,SKU_E102,Electronics,38,10917.76,7532.74,3385.02,23.97,90,14.030000000000001
2025-04-07,SKU_E102,Electronics,38,10917.76,7532.74,3385.02,24.09,90,13.91
2025-04-08,SKU_E102,Electronics,29,8574.85,5748.67,2826.18,24.31,90,4.690000000000001
2025-04-09,SKU_E102,Electronics,34,10838.18,6739.82,4098.36,24.36,90,9.64
2025-04-10,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.34,90,3.34
2025-04-11,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.32,90,1.3200000000000003
2025-04-12,SKU_E102,Electronics,24,7124.46,4757.52,2366.94,24.31,90,0.3099999999999987
2025-04-13,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.33,90,1.6700000000000017
2025-04-14,SKU_E102,Electronics,30,8702.34,5946.9,2755.44,24.41,90,5.59
2025-04-15,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,24.5,90,2.5
2025-04-16,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.48,90,6.48
2025-04-17,SKU_E102,Electronics,36,10567.14,7136.28,3430.86,24.36,90,11.64
2025-04-18,SKU_E102,Electronics,23,6901.33,4559.29,2342.04,24.58,90,1.5799999999999983
2025-04-19,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,24.56,90,3.4400000000000013
2025-04-20,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.69,90,1.6900000000000013
2025-04-21,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.71,90,1.2899999999999991
2025-04-22,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,24.71,90,3.289999999999999
2025-04-23,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,24.78,90,0.7800000000000011
2025-04-24,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,24.77,90,0.23000000000000043
2025-04-25,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.79,90,1.7899999999999991
2025-04-26,SKU_E102,Electronics,25,7299.77,4955.75,2344.02,24.79,90,0.21000000000000085
2025-04-27,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.78,90,1.7800000000000011
2025-04-28,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,24.78,90,5.780000000000001
2025-04-29,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,24.6,90,8.600000000000001
2025-04-30,SKU_E102,Electronics,32,9196.42,6343.36,2853.06,24.5,90,7.5
2025-05-01,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,24.6,90,4.600000000000001
2025-05-02,SKU_E102,Electronics,27,7937.31,5352.21,2585.1,24.6,90,2.3999999999999986
2025-05-03,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,24.59,90,3.41
2025-05-04,SKU_E102,Electronics,31,9212.39,6145.13,3067.26,24.46,90,6.539999999999999
2025-05-05,SKU_E102,Electronics,34,10025.24,6739.82,3285.42,24.49,90,9.510000000000002
2025-05-06,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.66,90,1.6600000000000001
2025-05-07,SKU_E102,Electronics,27,7841.67,5352.21,2489.46,24.7,90,2.3000000000000007
2025-05-08,SKU_E102,Electronics,33,9610.83,6541.59,3069.24,24.62,90,8.379999999999999
2025-05-09,SKU_E102,Electronics,17,5419.09,3369.91,2049.18,24.68,90,7.68
2025-05-10,SKU_E102,Electronics,32,9435.52,6343.36,3092.16,24.63,90,7.370000000000001
2025-05-11,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,24.77,90,0.7699999999999996
2025-05-12,SKU_E102,Electronics,38,11061.22,7532.74,3528.48,24.79,90,13.21
2025-05-13,SKU_E102,Electronics,30,8797.98,5946.9,2851.08,24.93,90,5.07
2025-05-14,SKU_E102,Electronics,32,10200.64,6343.36,3857.28,25.0,90,7.0
2025-05-15,SKU_E102,Electronics,17,5419.09,3369.91,2049.18,25.06,90,8.059999999999999
2025-05-16,SKU_E102,Electronics,27,7985.13,5352.21,2632.92,24.97,90,2.030000000000001
2025-05-17,SKU_E102,Electronics,29,9244.33,5748.67,3495.66,25.03,90,3.969999999999999
2025-05-18,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,25.13,90,2.870000000000001
2025-05-19,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,25.16,90,3.16
2025-05-20,SKU_E102,Electronics,35,9483.25,6938.05,2545.2,25.13,90,9.870000000000001
2025-05-21,SKU_E102,Electronics,23,6710.05,4559.29,2150.76,25.04,90,2.039999999999999
2025-05-22,SKU_E102,Electronics,26,7044.7,5153.98,1890.72,25.16,90,0.8399999999999999
2025-05-23,SKU_E102,Electronics,53,14360.35,10506.19,3854.16,25.27,90,27.73
2025-05-24,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,25.6,90,2.6000000000000014
2025-05-25,SKU_E102,Electronics,23,6710.05,4559.29,2150.76,25.62,90,2.620000000000001
2025-05-26,SKU_E102,Electronics,32,9244.24,6343.36,2900.88,25.58,90,6.420000000000002
2025-05-27,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.66,90,4.66
2025-05-28,SKU_E102,Electronics,14,3793.3,2775.22,1018.08,25.54,90,11.54
2025-05-29,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,25.57,90,5.57
2025-05-30,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,25.54,90,7.539999999999999
2025-05-31,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,25.54,90,2.539999999999999
2025-06-01,SKU_E102,Electronics,13,4144.01,2576.99,1567.02,25.53,90,12.530000000000001
2025-06-02,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,25.46,90,0.46000000000000085
2025-06-03,SKU_E102,Electronics,22,6486.92,4361.06,2125.86,25.51,90,3.5100000000000016
2025-06-04,SKU_E102,Electronics,33,9563.01,6541.59,3021.42,25.48,90,7.52
2025-06-05,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.68,90,4.68
2025-06-06,SKU_E102,Electronics,27,7793.85,5352.21,2441.64,25.64,90,1.3599999999999994
2025-06-07,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.62,90,4.620000000000001
2025-06-08,SKU_E102,Electronics,24,7124.46,4757.52,2366.94,25.48,90,1.4800000000000004
2025-06-09,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,25.5,90,0.5
2025-06-10,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.54,90,4.539999999999999
2025-06-11,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,25.51,90,7.510000000000002
2025-06-12,SKU_E102,Electronics,32,9339.88,6343.36,2996.52,25.3,90,6.699999999999999
2025-06-13,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,25.43,90,0.5700000000000003
2025-06-14,SKU_E102,Electronics,26,7618.54,5153.98,2464.56,25.44,90,0.5599999999999987
2025-06-15,SKU_E102,Electronics,34,10838.18,6739.82,4098.36,25.5,90,8.5
2025-06-16,SKU_E102,Electronics,22,6343.46,4361.06,1982.4,25.64,90,3.6400000000000006
2025-06-17,SKU_E102,Electronics,14,4462.78,2775.22,1687.56,25.7,90,11.7
2025-06-18,SKU_E102,Electronics,20,5419.0,3964.6,1454.4,25.53,90,5.530000000000001
2025-06-19,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,25.37,90,5.370000000000001
2025-06-20,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,25.33,90,1.6700000000000017
2025-06-21,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.34,90,4.34
2025-06-22,SKU_E102,Electronics,32,9387.7,6343.36,3044.34,25.34,90,6.66
2025-06-23,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,25.33,90,6.329999999999998
2025-06-24,SKU_E102,Electronics,31,8399.45,6145.13,2254.32,25.37,90,5.629999999999999
2025-06-25,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,25.43,90,1.5700000000000003
2025-06-26,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,25.4,90,3.3999999999999986
2025-06-27,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.31,90,4.309999999999999
2025-06-28,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,25.33,90,0.6700000000000017
2025-06-29,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,25.33,90,0.6700000000000017
2025-06-30,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,25.33,90,1.6700000000000017
2025-07-01,SKU_E102,Electronics,22,6486.92,4361.06,2125.86,25.44,90,3.4400000000000013
2025-07-02,SKU_E102,Electronics,24,6837.54,4757.52,2080.02,25.49,90,1.4899999999999984
2025-07-03,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,25.41,90,2.59
2025-07-04,SKU_E102,Electronics,12,3825.24,2378.76,1446.48,25.49,90,13.489999999999998
2025-07-05,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,25.48,90,1.4800000000000004
2025-07-06,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,25.32,90,6.32
2025-07-07,SKU_E102,Electronics,37,10407.71,7334.51,3073.2,25.11,90,11.89
2025-07-08,SKU_E102,Electronics,32,10200.64,6343.36,3857.28,25.2,90,6.800000000000001
2025-07-09,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,25.18,90,2.1799999999999997
2025-07-10,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,25.2,90,5.199999999999999
2025-07-11,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,25.17,90,0.1700000000000017
2025-07-12,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.18,90,4.18
2025-07-13,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,25.12,90,0.879999999999999
2025-07-14,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,25.08,90,9.079999999999998
2025-07-15,SKU_E102,Electronics,27,7793.85,5352.21,2441.64,25.01,90,1.9899999999999984
2025-07-16,SKU_E102,Electronics,38,10296.1,7532.74,2763.36,25.11,90,12.89
2025-07-17,SKU_E102,Electronics,32,9435.52,6343.36,3092.16,25.13,90,6.870000000000001
2025-07-18,SKU_E102,Electronics,39,11188.71,7730.97,3457.74,25.23,90,13.77
2025-07-19,SKU_E102,Electronics,25,7299.77,4955.75,2344.02,25.36,90,0.35999999999999943
2025-07-20,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,25.38,90,4.379999999999999
2025-07-21,SKU_E102,Electronics,33,10519.41,6541.59,3977.82,25.32,90,7.68
2025-07-22,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,25.38,90,6.379999999999999
2025-07-23,SKU_E102,Electronics,30,8797.98,5946.9,2851.08,25.32,90,4.68
2025-07-24,SKU_E102,Electronics,28,8112.62,5550.44,2562.18,25.38,90,2.620000000000001
2025-07-25,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,25.43,90,9.43
2025-07-26,SKU_E102,Electronics,33,9706.47,6541.59,3164.88,25.33,90,7.670000000000002
2025-07-27,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,25.44,90,9.440000000000001
2025-07-28,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,25.41,90,3.41
2025-07-29,SKU_E102,Electronics,15,4781.55,2973.45,1808.1,25.48,90,10.48
2025-07-30,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,25.29,90,3.289999999999999
2025-07-31,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,25.31,90,6.309999999999999
2025-08-01,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,25.22,90,7.219999999999999
2025-08-02,SKU_E102,Electronics,29,9244.33,5748.67,3495.66,25.11,90,3.8900000000000006
2025-08-03,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,25.09,90,5.09
2025-08-04,SKU_E102,Electronics,13,3665.81,2576.99,1088.82,24.93,90,11.93
2025-08-05,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.82,90,3.8200000000000003
2025-08-06,SKU_E102,Electronics,15,4781.55,2973.45,1808.1,24.76,90,9.760000000000002
2025-08-07,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,24.56,90,2.5599999999999987
2025-08-08,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,24.61,90,4.609999999999999
2025-08-09,SKU_E102,Electronics,26,7857.64,5153.98,2703.66,24.48,90,1.5199999999999996
2025-08-10,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.5,90,1.5
2025-08-11,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,24.33,90,0.6700000000000017
2025-08-12,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,24.28,90,8.280000000000001
2025-08-13,SKU_E102,Electronics,37,10742.45,7334.51,3407.94,24.1,90,12.899999999999999
2025-08-14,SKU_E102,Electronics,31,8399.45,6145.13,2254.32,24.32,90,6.68
2025-08-15,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.37,90,6.370000000000001
2025-08-16,SKU_E102,Electronics,29,9244.33,5748.67,3495.66,24.24,90,4.760000000000002
2025-08-17,SKU_E102,Electronics,37,10598.99,7334.51,3264.48,24.26,90,12.739999999999998
2025-08-18,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.42,90,1.5799999999999983
2025-08-19,SKU_E102,Electronics,23,6518.77,4559.29,1959.48,24.32,90,1.3200000000000003
2025-08-20,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,24.32,90,5.32
2025-08-21,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,24.24,90,2.7600000000000016
2025-08-22,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,23.96,90,3.960000000000001
2025-08-23,SKU_E102,Electronics,16,5100.32,3171.68,1928.64,23.92,90,7.920000000000002
2025-08-24,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,23.84,90,1.8399999999999999
2025-08-25,SKU_E102,Electronics,34,10838.18,6739.82,4098.36,23.73,90,10.27
2025-08-26,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,23.88,90,0.120000000000001
2025-08-27,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,23.99,90,0.010000000000001563
2025-08-28,SKU_E102,Electronics,20,6375.4,3964.6,2410.8,24.03,90,4.030000000000001
2025-08-29,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.06,90,1.0599999999999987
2025-08-30,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.06,90,1.0599999999999987
2025-08-31,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.17,90,3.1700000000000017
2025-09-01,SKU_E102,Electronics,29,9244.33,5748.67,3495.66,24.12,90,4.879999999999999
2025-09-02,SKU_E102,Electronics,22,7012.94,4361.06,2651.88,24.2,90,2.1999999999999993
2025-09-03,SKU_E102,Electronics,28,8160.44,5550.44,2610.0,24.08,90,3.9200000000000017
2025-09-04,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.16,90,1.1600000000000001
2025-09-05,SKU_E102,Electronics,37,10598.99,7334.51,3264.48,24.11,90,12.89
2025-09-06,SKU_E102,Electronics,25,7443.23,4955.75,2487.48,24.29,90,0.7100000000000009
2025-09-07,SKU_E102,Electronics,16,4526.48,3171.68,1354.8,24.3,90,8.3
2025-09-08,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.2,90,3.1999999999999993
2025-09-09,SKU_E102,Electronics,25,7347.59,4955.75,2391.84,24.2,90,0.8000000000000007
2025-09-10,SKU_E102,Electronics,28,8256.08,5550.44,2705.64,24.28,90,3.719999999999999
2025-09-11,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.23,90,1.2300000000000004
2025-09-12,SKU_E102,Electronics,33,9467.37,6541.59,2925.78,24.2,90,8.8
2025-09-13,SKU_E102,Electronics,30,8128.5,5946.9,2181.6,24.28,90,5.719999999999999
2025-09-14,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.23,90,1.2300000000000004
2025-09-15,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.24,90,6.239999999999998
2025-09-16,SKU_E102,Electronics,17,4845.25,3369.91,1475.34,24.29,90,7.289999999999999
2025-09-17,SKU_E102,Electronics,30,9563.1,5946.9,3616.2,24.26,90,5.739999999999998
2025-09-18,SKU_E102,Electronics,19,5530.61,3766.37,1764.24,24.37,90,5.370000000000001
2025-09-19,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,24.28,90,0.28000000000000114
2025-09-20,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.31,90,1.3099999999999987
2025-09-21,SKU_E102,Electronics,18,5498.76,3568.14,1930.62,24.21,90,6.210000000000001
2025-09-22,SKU_E102,Electronics,28,8925.56,5550.44,3375.12,24.2,90,3.8000000000000007
2025-09-23,SKU_E102,Electronics,32,9387.7,6343.36,3044.34,24.17,90,7.829999999999998
2025-09-24,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.22,90,1.2199999999999989
2025-09-25,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,24.23,90,0.23000000000000043
2025-09-26,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.27,90,6.27
2025-09-27,SKU_E102,Electronics,26,8288.02,5153.98,3134.04,24.18,90,1.8200000000000003
2025-09-28,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,24.18,90,0.8200000000000003
2025-09-29,SKU_E102,Electronics,25,7969.25,4955.75,3013.5,24.16,90,0.8399999999999999
2025-09-30,SKU_E102,Electronics,18,5737.86,3568.14,2169.72,24.19,90,6.190000000000001
2025-10-01,SKU_E102,Electronics,19,6056.63,3766.37,2290.26,24.12,90,5.120000000000001
2025-10-02,SKU_E102,Electronics,28,8256.08,5550.44,2705.64,24.02,90,3.9800000000000004
2025-10-03,SKU_E102,Electronics,21,6694.17,4162.83,2531.34,24.2,90,3.1999999999999993
2025-10-04,SKU_E102,Electronics,23,7331.71,4559.29,2772.42,24.17,90,1.1700000000000017
2025-10-05,SKU_E102,Electronics,27,8606.79,5352.21,3254.58,24.21,90,2.789999999999999
2025-10-06,SKU_E102,Electronics,24,7650.48,4757.52,2892.96,24.1,90,0.10000000000000142
2025-10-07,SKU_E102,Electronics,40,11650.94,7929.2,3721.74,24.01,90,15.989999999999998
2025-10-08,SKU_E102,Electronics,34,9212.3,6739.82,2472.48,24.2,90,9.8
